"","datetime","X","date","ph","Station","TideHeight"
"22539",2018-04-15 14:00:00,11269,"2018-04-15",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3454239123277
"22557",2018-04-15 23:00:00,11278,"2018-04-15",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.62940747577924
"22559",2018-04-16 00:00:00,11279,"2018-04-16",7.95,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.80398882254321
"22561",2018-04-16 01:00:00,11280,"2018-04-16",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.7776583325678
"22563",2018-04-16 02:00:00,11281,"2018-04-16",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52339814822743
"22565",2018-04-16 03:00:00,11282,"2018-04-16",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09305530951376
"22581",2018-04-16 11:00:00,11290,"2018-04-16",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17381390224447
"22583",2018-04-16 12:00:00,11291,"2018-04-16",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44983421342996
"22585",2018-04-16 13:00:00,11292,"2018-04-16",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.58365244083568
"22587",2018-04-16 14:00:00,11293,"2018-04-16",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52098606927629
"22589",2018-04-16 15:00:00,11294,"2018-04-16",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27001707635781
"22605",2018-04-16 23:00:00,11302,"2018-04-16",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52541533350279
"22607",2018-04-17 00:00:00,11303,"2018-04-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.77579888740309
"22609",2018-04-17 01:00:00,11304,"2018-04-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.86634776334779
"22613",2018-04-17 03:00:00,11306,"2018-04-17",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37766486493838
"22631",2018-04-17 12:00:00,11315,"2018-04-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.18815308736077
"22633",2018-04-17 13:00:00,11316,"2018-04-17",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44275839656307
"22635",2018-04-17 14:00:00,11317,"2018-04-17",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54716636746875
"22639",2018-04-17 16:00:00,11319,"2018-04-17",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20566453829484
"22651",2018-04-17 22:00:00,11325,"2018-04-17",7.75,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05103293538583
"22653",2018-04-17 23:00:00,11326,"2018-04-17",7.65,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37629433950317
"22655",2018-04-18 00:00:00,11327,"2018-04-18",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.6688201497928
"22657",2018-04-18 01:00:00,11328,"2018-04-18",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.85712134443912
"22659",2018-04-18 02:00:00,11329,"2018-04-18",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.86448896726301
"22661",2018-04-18 03:00:00,11330,"2018-04-18",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.6427733240381
"22663",2018-04-18 04:00:00,11331,"2018-04-18",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.214073463253
"22681",2018-04-18 13:00:00,11340,"2018-04-18",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17488867839566
"22683",2018-04-18 14:00:00,11341,"2018-04-18",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.4095094958532
"22685",2018-04-18 15:00:00,11342,"2018-04-18",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.49592360186124
"22687",2018-04-18 16:00:00,11343,"2018-04-18",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40405602401642
"22689",2018-04-18 17:00:00,11344,"2018-04-18",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16930581615174
"22701",2018-04-18 23:00:00,11350,"2018-04-18",7.55,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2009561760307
"22703",2018-04-19 00:00:00,11351,"2018-04-19",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.49630110947649
"22705",2018-04-19 01:00:00,11352,"2018-04-19",7.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.74391786112523
"22707",2018-04-19 02:00:00,11353,"2018-04-19",7.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.87292660111024
"22709",2018-04-19 03:00:00,11354,"2018-04-19",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.81284299629674
"22711",2018-04-19 04:00:00,11355,"2018-04-19",7.55,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.53066160277089
"22713",2018-04-19 05:00:00,11356,"2018-04-19",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06720039275394
"22731",2018-04-19 14:00:00,11365,"2018-04-19",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13873364241578
"22733",2018-04-19 15:00:00,11366,"2018-04-19",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36213370759234
"22737",2018-04-19 17:00:00,11368,"2018-04-19",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37075390441495
"22739",2018-04-19 18:00:00,11369,"2018-04-19",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17070814751467
"22749",2018-04-19 23:00:00,11374,"2018-04-19",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.02803667366967
"22751",2018-04-20 00:00:00,11375,"2018-04-20",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.28374983133945
"22753",2018-04-20 01:00:00,11376,"2018-04-20",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54386866642058
"22755",2018-04-20 02:00:00,11377,"2018-04-20",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.75084942542145
"22759",2018-04-20 04:00:00,11379,"2018-04-20",7.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.73513384358301
"22761",2018-04-20 05:00:00,11380,"2018-04-20",7.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42811006408249
"22781",2018-04-20 15:00:00,11390,"2018-04-20",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09357498032247
"22785",2018-04-20 17:00:00,11392,"2018-04-20",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.41965379503053
"22787",2018-04-20 18:00:00,11393,"2018-04-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37223580612243
"22789",2018-04-20 19:00:00,11394,"2018-04-20",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20965641606613
"22791",2018-04-20 20:00:00,11395,"2018-04-20",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01059509354036
"22799",2018-04-21 00:00:00,11399,"2018-04-21",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06823713729738
"22801",2018-04-21 01:00:00,11400,"2018-04-21",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29125825279868
"22803",2018-04-21 02:00:00,11401,"2018-04-21",7.95,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52123804350636
"22805",2018-04-21 03:00:00,11402,"2018-04-21",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.70176331523949
"22807",2018-04-21 04:00:00,11403,"2018-04-21",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76616323801471
"22811",2018-04-21 06:00:00,11405,"2018-04-21",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.35870440186885
"22831",2018-04-21 16:00:00,11415,"2018-04-21",8.55,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05989401438701
"22833",2018-04-21 17:00:00,11416,"2018-04-21",8.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30176829915518
"22835",2018-04-21 18:00:00,11417,"2018-04-21",8.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42861671255612
"22837",2018-04-21 19:00:00,11418,"2018-04-21",8.3,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.41213181596364
"22839",2018-04-21 20:00:00,11419,"2018-04-21",8.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27528652739901
"22841",2018-04-21 21:00:00,11420,"2018-04-21",8.4,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.08656879121319
"22849",2018-04-22 01:00:00,11424,"2018-04-22",8.15,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03319550608731
"22851",2018-04-22 02:00:00,11425,"2018-04-22",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.22918510472855
"22853",2018-04-22 03:00:00,11426,"2018-04-22",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44231845808855
"22855",2018-04-22 04:00:00,11427,"2018-04-22",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61652796945288
"22857",2018-04-22 05:00:00,11428,"2018-04-22",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.68676481989709
"22859",2018-04-22 06:00:00,11429,"2018-04-22",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59760377356883
"22861",2018-04-22 07:00:00,11430,"2018-04-22",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33316685726491
"22881",2018-04-22 17:00:00,11440,"2018-04-22",8.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05961016982364
"22883",2018-04-22 18:00:00,11441,"2018-04-22",8.6,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32671437999239
"22885",2018-04-22 19:00:00,11442,"2018-04-22",8.3,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48060629954702
"22887",2018-04-22 20:00:00,11443,"2018-04-22",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.4830504799123
"22889",2018-04-22 21:00:00,11444,"2018-04-22",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34763221165136
"22891",2018-04-22 22:00:00,11445,"2018-04-22",8.5,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13866671190129
"22901",2018-04-23 03:00:00,11450,"2018-04-23",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.11476861095047
"22903",2018-04-23 04:00:00,11451,"2018-04-23",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32860443578902
"22905",2018-04-23 05:00:00,11452,"2018-04-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.5174313049926
"22907",2018-04-23 06:00:00,11453,"2018-04-23",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61615659322339
"22909",2018-04-23 07:00:00,11454,"2018-04-23",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.56715118911823
"22931",2018-04-23 18:00:00,11465,"2018-04-23",8.3,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10942768649862
"22933",2018-04-23 19:00:00,11466,"2018-04-23",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40136633187557
"22935",2018-04-23 20:00:00,11467,"2018-04-23",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.569818305275
"22939",2018-04-23 22:00:00,11469,"2018-04-23",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40126801213975
"22941",2018-04-23 23:00:00,11470,"2018-04-23",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14324651068629
"22953",2018-04-24 05:00:00,11476,"2018-04-24",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20428707949555
"22955",2018-04-24 06:00:00,11477,"2018-04-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42442356846523
"22957",2018-04-24 07:00:00,11478,"2018-04-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.56552734009885
"22963",2018-04-24 10:00:00,11481,"2018-04-24",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05650718821023
"22981",2018-04-24 19:00:00,11490,"2018-04-24",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.21462926794132
"22983",2018-04-24 20:00:00,11491,"2018-04-24",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.51902193602938
"22985",2018-04-24 21:00:00,11492,"2018-04-24",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.67738097206894
"22987",2018-04-24 22:00:00,11493,"2018-04-24",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.63631147141013
"22991",2018-04-25 00:00:00,11495,"2018-04-25",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.08442760849417
"23003",2018-04-25 06:00:00,11501,"2018-04-25",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09171434011009
"23005",2018-04-25 07:00:00,11502,"2018-04-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.35185673606221
"23007",2018-04-25 08:00:00,11503,"2018-04-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.53771517908142
"23013",2018-04-25 11:00:00,11506,"2018-04-25",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.11011681936285
"23031",2018-04-25 20:00:00,11515,"2018-04-25",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36554098968067
"23033",2018-04-25 21:00:00,11516,"2018-04-25",8.2,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.6586381370175
"23035",2018-04-25 22:00:00,11517,"2018-04-25",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.77456669434483
"23037",2018-04-25 23:00:00,11518,"2018-04-25",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.66356749108101
"23039",2018-04-26 00:00:00,11519,"2018-04-26",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.35627157484078
"23053",2018-04-26 07:00:00,11526,"2018-04-26",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00786578572956
"23079",2018-04-26 20:00:00,11539,"2018-04-26",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17038528754427
"23083",2018-04-26 22:00:00,11541,"2018-04-26",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.78899956996073
"23085",2018-04-26 23:00:00,11542,"2018-04-26",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.82964958647363
"23089",2018-04-27 01:00:00,11544,"2018-04-27",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.23028562024939
"23107",2018-04-27 10:00:00,11553,"2018-04-27",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52937021031621
"23109",2018-04-27 11:00:00,11554,"2018-04-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59758813830362
"23111",2018-04-27 12:00:00,11555,"2018-04-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.451505118277
"23129",2018-04-27 21:00:00,11564,"2018-04-27",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36991124577043
"23131",2018-04-27 22:00:00,11565,"2018-04-27",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.70023254252795
"23139",2018-04-28 02:00:00,11569,"2018-04-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.0398372192545
"23159",2018-04-28 12:00:00,11579,"2018-04-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.58200372222454
"23161",2018-04-28 13:00:00,11580,"2018-04-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.41797915203785
"23177",2018-04-28 21:00:00,11588,"2018-04-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20066316693493
"23179",2018-04-28 22:00:00,11589,"2018-04-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.5545716937045
"23181",2018-04-28 23:00:00,11590,"2018-04-28",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.81835275962117
"23183",2018-04-29 00:00:00,11591,"2018-04-29",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.89538012288666
"23185",2018-04-29 01:00:00,11592,"2018-04-29",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.72365937856912
"23211",2018-04-29 14:00:00,11605,"2018-04-29",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36042515563853
"23213",2018-04-29 15:00:00,11606,"2018-04-29",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03755995389105
"23225",2018-04-29 21:00:00,11612,"2018-04-29",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05487409542962
"23227",2018-04-29 22:00:00,11613,"2018-04-29",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39429686675063
"23229",2018-04-29 23:00:00,11614,"2018-04-29",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69406420935169
"23231",2018-04-30 00:00:00,11615,"2018-04-30",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.8684945963085
"23233",2018-04-30 01:00:00,11616,"2018-04-30",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.83395326446024
"23235",2018-04-30 02:00:00,11617,"2018-04-30",7.75,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55669558579119
"23237",2018-04-30 03:00:00,11618,"2018-04-30",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.08967558383913
"23257",2018-04-30 13:00:00,11628,"2018-04-30",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50009111791918
"23259",2018-04-30 14:00:00,11629,"2018-04-30",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48677467353573
"23261",2018-04-30 15:00:00,11630,"2018-04-30",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29200070131984
"23275",2018-04-30 22:00:00,11637,"2018-04-30",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.24252718274377
"23279",2018-05-01 00:00:00,11639,"2018-05-01",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76803389179997
"23281",2018-05-01 01:00:00,11640,"2018-05-01",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.84192017051929
"23283",2018-05-01 02:00:00,11641,"2018-05-01",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69975657272828
"23311",2018-05-01 16:00:00,11655,"2018-05-01",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.22797982026614
"23323",2018-05-01 22:00:00,11661,"2018-05-01",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.1088019726478
"23325",2018-05-01 23:00:00,11662,"2018-05-01",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3824554821483
"23353",2018-05-02 13:00:00,11676,"2018-05-02",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.11126588810991
"23361",2018-05-02 17:00:00,11680,"2018-05-02",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.18151617106969
"23371",2018-05-02 22:00:00,11685,"2018-05-02",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00283827020193
"23373",2018-05-02 23:00:00,11686,"2018-05-02",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.22958560306642
"23375",2018-05-03 00:00:00,11687,"2018-05-03",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46296868591671
"23377",2018-05-03 01:00:00,11688,"2018-05-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.6456213158798
"23379",2018-05-03 02:00:00,11689,"2018-05-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71231461424599
"23381",2018-05-03 03:00:00,11690,"2018-05-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.60775239366387
"23403",2018-05-03 14:00:00,11701,"2018-05-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13640123215391
"23405",2018-05-03 15:00:00,11702,"2018-05-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31456409834024
"23409",2018-05-03 17:00:00,11704,"2018-05-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30960069669596
"23411",2018-05-03 18:00:00,11705,"2018-05-03",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16014427441167
"23421",2018-05-03 23:00:00,11710,"2018-05-03",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09653463659745
"23457",2018-05-04 17:00:00,11728,"2018-05-04",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34263099212606
"23459",2018-05-04 18:00:00,11729,"2018-05-04",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.28550931894772
"23461",2018-05-04 19:00:00,11730,"2018-05-04",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16347139582453
"23463",2018-05-04 20:00:00,11731,"2018-05-04",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03235789773566
"23483",2018-05-05 06:00:00,11741,"2018-05-05",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00061676094149
"23519",2018-05-06 00:00:00,11759,"2018-05-06",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01098781908675
"23525",2018-05-06 03:00:00,11762,"2018-05-06",7.75,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39498860073398
"23527",2018-05-06 04:00:00,11763,"2018-05-06",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.45385418025331
"23529",2018-05-06 05:00:00,11764,"2018-05-06",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39714749018241
"23531",2018-05-06 06:00:00,11765,"2018-05-06",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20926450943544
"23553",2018-05-06 17:00:00,11776,"2018-05-06",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.1930401305185
"23555",2018-05-06 18:00:00,11777,"2018-05-06",7.75,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31750051446297
"23557",2018-05-06 19:00:00,11778,"2018-05-06",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.35394492732334
"23559",2018-05-06 20:00:00,11779,"2018-05-06",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30617327787501
"23571",2018-05-07 02:00:00,11785,"2018-05-07",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06706194664288
"23575",2018-05-07 04:00:00,11787,"2018-05-07",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32114614370604
"23577",2018-05-07 05:00:00,11788,"2018-05-07",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37544595969998
"23605",2018-05-07 19:00:00,11802,"2018-05-07",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36929871571881
"23607",2018-05-07 20:00:00,11803,"2018-05-07",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3939228265529
"23609",2018-05-07 21:00:00,11804,"2018-05-07",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32681805934535
"23611",2018-05-07 22:00:00,11805,"2018-05-07",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19452060368285
"23613",2018-05-07 23:00:00,11806,"2018-05-07",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.0415624008458
"23625",2018-05-08 05:00:00,11812,"2018-05-08",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.25233632927296
"23627",2018-05-08 06:00:00,11813,"2018-05-08",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3192454339796
"23631",2018-05-08 08:00:00,11815,"2018-05-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13190216002079
"23651",2018-05-08 18:00:00,11825,"2018-05-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14880296091789
"23653",2018-05-08 19:00:00,11826,"2018-05-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34189157640737
"23655",2018-05-08 20:00:00,11827,"2018-05-08",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44525834346259
"23657",2018-05-08 21:00:00,11828,"2018-05-08",7.75,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43801177522336
"23659",2018-05-08 22:00:00,11829,"2018-05-08",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32581726369552
"23673",2018-05-09 05:00:00,11836,"2018-05-09",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05002622195331
"23675",2018-05-09 06:00:00,11837,"2018-05-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20273338887332
"23677",2018-05-09 07:00:00,11838,"2018-05-09",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2936585549256
"23679",2018-05-09 08:00:00,11839,"2018-05-09",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27996927761899
"23681",2018-05-09 09:00:00,11840,"2018-05-09",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14518133955604
"23699",2018-05-09 18:00:00,11849,"2018-05-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.02422921644692
"23701",2018-05-09 19:00:00,11850,"2018-05-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27877758918144
"23703",2018-05-09 20:00:00,11851,"2018-05-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46063165148578
"23705",2018-05-09 21:00:00,11852,"2018-05-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52827341335245
"23727",2018-05-10 08:00:00,11863,"2018-05-10",7.75,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29985777607043
"23729",2018-05-10 09:00:00,11864,"2018-05-10",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30453909768152
"23731",2018-05-10 10:00:00,11865,"2018-05-10",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17437145350372
"23751",2018-05-10 20:00:00,11875,"2018-05-10",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.4380065847029
"23753",2018-05-10 21:00:00,11876,"2018-05-10",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.58887169990422
"23755",2018-05-10 22:00:00,11877,"2018-05-10",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.5937509348861
"23759",2018-05-11 00:00:00,11879,"2018-05-11",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17031030961083
"23777",2018-05-11 09:00:00,11888,"2018-05-11",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33266043119721
"23779",2018-05-11 10:00:00,11889,"2018-05-11",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34516467400578
"23797",2018-05-11 19:00:00,11898,"2018-05-11",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07154651690192
"23799",2018-05-11 20:00:00,11899,"2018-05-11",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37616406360245
