"","datetime","X","date","water_temp","F_temp","month_yr","Station","TideHeight"
"18929",2018-01-30 08:00:00,9444,"2018-01-30",11.98,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.83646671921569
"18931",2018-01-30 09:00:00,9445,"2018-01-30",11.98,3,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",2.11462940184892
"18933",2018-01-30 10:00:00,9446,"2018-01-30",11.975,3,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",2.23169703304075
"18937",2018-01-30 12:00:00,9448,"2018-01-30",11.92,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71339209670385
"18939",2018-01-30 13:00:00,9449,"2018-01-30",11.915,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12254365435626
"18959",2018-01-30 23:00:00,9459,"2018-01-30",12.34,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.63088693394759
"18961",2018-01-31 00:00:00,9460,"2018-01-31",12.325,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.73582958846278
"18963",2018-01-31 01:00:00,9461,"2018-01-31",12.17,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.60314956704123
"18965",2018-01-31 02:00:00,9462,"2018-01-31",12.06,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30193405224664
"18975",2018-01-31 07:00:00,9467,"2018-01-31",12.07,3,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.15157994198551
"18977",2018-01-31 08:00:00,9468,"2018-01-31",12.07,3,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.51041825711166
"18979",2018-01-31 09:00:00,9469,"2018-01-31",12.055,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.86810725341104
"18981",2018-01-31 10:00:00,9470,"2018-01-31",12.045,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",2.14027314470667
"18983",2018-01-31 11:00:00,9471,"2018-01-31",12.03,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",2.2298873168888
"18987",2018-01-31 13:00:00,9473,"2018-01-31",11.98,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.6190542089787
"19005",2018-01-31 22:00:00,9482,"2018-01-31",12.22,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.04503291036328
"19007",2018-01-31 23:00:00,9483,"2018-01-31",12.285,1,"2018-01","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46585000064606
"19009",2018-02-01 00:00:00,9484,"2018-02-01",12.305,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.73692440214044
"19011",2018-02-01 01:00:00,9485,"2018-02-01",12.245,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.77438500999076
"19013",2018-02-01 02:00:00,9486,"2018-02-01",12.23,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.57352949407348
"19015",2018-02-01 03:00:00,9487,"2018-02-01",12.15,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.22663302817153
"19025",2018-02-01 08:00:00,9492,"2018-02-01",12.15,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14266173086337
"19027",2018-02-01 09:00:00,9493,"2018-02-01",12.14,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50746128622765
"19029",2018-02-01 10:00:00,9494,"2018-02-01",12.12,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.85922289286461
"19031",2018-02-01 11:00:00,9495,"2018-02-01",12.1,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",2.10982788041874
"19033",2018-02-01 12:00:00,9496,"2018-02-01",12.09,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",2.16286664686449
"19035",2018-02-01 13:00:00,9497,"2018-02-01",12.08,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.95112800957142
"19037",2018-02-01 14:00:00,9498,"2018-02-01",12.095,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48520515980827
"19055",2018-02-01 23:00:00,9507,"2018-02-01",12.235,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.22121215071603
"19057",2018-02-02 00:00:00,9508,"2018-02-02",12.27,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.6033199684259
"19059",2018-02-02 01:00:00,9509,"2018-02-02",12.255,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.80885936991881
"19061",2018-02-02 02:00:00,9510,"2018-02-02",12.24,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.7714660704861
"19063",2018-02-02 03:00:00,9511,"2018-02-02",12.25,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.51076937938076
"19065",2018-02-02 04:00:00,9512,"2018-02-02",12.25,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13611392756137
"19075",2018-02-02 09:00:00,9517,"2018-02-02",12.24,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.11703986240702
"19077",2018-02-02 10:00:00,9518,"2018-02-02",12.23,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47052439296788
"19081",2018-02-02 12:00:00,9520,"2018-02-02",12.15,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",2.0157679951084
"19083",2018-02-02 13:00:00,9521,"2018-02-02",12.15,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",2.0310015887052
"19085",2018-02-02 14:00:00,9522,"2018-02-02",12.13,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.79352644858443
"19087",2018-02-02 15:00:00,9523,"2018-02-02",12.16,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33186427161666
"19105",2018-02-03 00:00:00,9532,"2018-02-03",12.31,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.38885332367907
"19107",2018-02-03 01:00:00,9533,"2018-02-03",12.31,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71151756909145
"19109",2018-02-03 02:00:00,9534,"2018-02-03",12.275,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.84176186489539
"19111",2018-02-03 03:00:00,9535,"2018-02-03",12.3,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.73472387429776
"19113",2018-02-03 04:00:00,9536,"2018-02-03",12.35,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43107357996812
"19115",2018-02-03 05:00:00,9537,"2018-02-03",12.29,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.04809132305156
"19125",2018-02-03 10:00:00,9542,"2018-02-03",12.32,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06756866027572
"19127",2018-02-03 11:00:00,9543,"2018-02-03",12.3,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39331618454472
"19131",2018-02-03 13:00:00,9545,"2018-02-03",12.24,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.86355122277443
"19133",2018-02-03 14:00:00,9546,"2018-02-03",12.2,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.85006100392317
"19135",2018-02-03 15:00:00,9547,"2018-02-03",12.21,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61102446692292
"19137",2018-02-03 16:00:00,9548,"2018-02-03",12.195,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.18720041536648
"19153",2018-02-04 00:00:00,9556,"2018-02-04",12.415,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.15725311158242
"19155",2018-02-04 01:00:00,9557,"2018-02-04",12.36,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52834542409365
"19157",2018-02-04 02:00:00,9558,"2018-02-04",12.36,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.78119147632486
"19159",2018-02-04 03:00:00,9559,"2018-02-04",12.38,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.83851415377541
"19161",2018-02-04 04:00:00,9560,"2018-02-04",12.375,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.67637279126221
"19163",2018-02-04 05:00:00,9561,"2018-02-04",12.48,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34949680337223
"19177",2018-02-04 12:00:00,9568,"2018-02-04",12.35,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27673696558715
"19179",2018-02-04 13:00:00,9569,"2018-02-04",12.33,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52799619835437
"19181",2018-02-04 14:00:00,9570,"2018-02-04",12.3,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.67247110559841
"19183",2018-02-04 15:00:00,9571,"2018-02-04",12.29,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.6487169649199
"19185",2018-02-04 16:00:00,9572,"2018-02-04",12.28,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43644480766262
"19203",2018-02-05 01:00:00,9581,"2018-02-05",12.4,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31704663144693
"19205",2018-02-05 02:00:00,9582,"2018-02-05",12.355,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.62808915283953
"19207",2018-02-05 03:00:00,9583,"2018-02-05",12.335,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.81202264831588
"19209",2018-02-05 04:00:00,9584,"2018-02-05",12.32,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.80837465221562
"19211",2018-02-05 05:00:00,9585,"2018-02-05",12.4,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.60959637567094
"19213",2018-02-05 06:00:00,9586,"2018-02-05",12.54,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27617881819567
"19227",2018-02-05 13:00:00,9593,"2018-02-05",12.4,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13080354199513
"19229",2018-02-05 14:00:00,9594,"2018-02-05",12.36,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34594056912848
"19231",2018-02-05 15:00:00,9595,"2018-02-05",12.35,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47213416256373
"19233",2018-02-05 16:00:00,9596,"2018-02-05",12.365,2,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46167466174606
"19235",2018-02-05 17:00:00,9597,"2018-02-05",12.375,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30159544807536
"19251",2018-02-06 01:00:00,9605,"2018-02-06",12.41,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12242172939516
"19253",2018-02-06 02:00:00,9606,"2018-02-06",12.41,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43468857892098
"19255",2018-02-06 03:00:00,9607,"2018-02-06",12.405,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.68699823098422
"19257",2018-02-06 04:00:00,9608,"2018-02-06",12.4,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.81226631214967
"19259",2018-02-06 05:00:00,9609,"2018-02-06",12.405,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76425308106367
"19261",2018-02-06 06:00:00,9610,"2018-02-06",12.395,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54518636495318
"19263",2018-02-06 07:00:00,9611,"2018-02-06",12.495,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.21442074149131
"19279",2018-02-06 15:00:00,9619,"2018-02-06",12.36,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16698251023542
"19281",2018-02-06 16:00:00,9620,"2018-02-06",12.345,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2955487946834
"19283",2018-02-06 17:00:00,9621,"2018-02-06",12.39,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32056504841743
"19301",2018-02-07 02:00:00,9630,"2018-02-07",12.47,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.24330654845649
"19303",2018-02-07 03:00:00,9631,"2018-02-07",12.46,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.51067883241067
"19305",2018-02-07 04:00:00,9632,"2018-02-07",12.42,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71427715139606
"19307",2018-02-07 05:00:00,9633,"2018-02-07",12.46,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.79605061314102
"19309",2018-02-07 06:00:00,9634,"2018-02-07",12.56,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71896093023243
"19311",2018-02-07 07:00:00,9635,"2018-02-07",12.565,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48883090820943
"19313",2018-02-07 08:00:00,9636,"2018-02-07",12.61,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16057572668181
"19329",2018-02-07 16:00:00,9644,"2018-02-07",12.4,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01969679421709
"19331",2018-02-07 17:00:00,9645,"2018-02-07",12.41,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17101753796401
"19333",2018-02-07 18:00:00,9646,"2018-02-07",12.44,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.24557133469423
"19349",2018-02-08 02:00:00,9654,"2018-02-08",12.57,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07994468249471
"19351",2018-02-08 03:00:00,9655,"2018-02-08",12.56,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32289286722422
"19353",2018-02-08 04:00:00,9656,"2018-02-08",12.54,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55649153024627
"19355",2018-02-08 05:00:00,9657,"2018-02-08",12.585,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.72603177759943
"19357",2018-02-08 06:00:00,9658,"2018-02-08",12.73,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.7786254374059
"19359",2018-02-08 07:00:00,9659,"2018-02-08",12.67,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.68108943615271
"19361",2018-02-08 08:00:00,9660,"2018-02-08",12.645,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43945300041357
"19363",2018-02-08 09:00:00,9661,"2018-02-08",12.645,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10545177482223
"19381",2018-02-08 18:00:00,9670,"2018-02-08",12.57,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.1153684784748
"19387",2018-02-08 21:00:00,9673,"2018-02-08",13.07,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19766892816162
"19389",2018-02-08 22:00:00,9674,"2018-02-08",13.18,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06049893831004
"19399",2018-02-09 03:00:00,9679,"2018-02-09",12.625,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14961589367831
"19401",2018-02-09 04:00:00,9680,"2018-02-09",12.62,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37548052197495
"19403",2018-02-09 05:00:00,9681,"2018-02-09",12.61,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59016458883837
"19405",2018-02-09 06:00:00,9682,"2018-02-09",12.62,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.73935458235828
"19409",2018-02-09 08:00:00,9684,"2018-02-09",12.72,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.65163558140053
"19411",2018-02-09 09:00:00,9685,"2018-02-09",12.72,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3890944276787
"19413",2018-02-09 10:00:00,9686,"2018-02-09",12.66,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03691292491956
"19431",2018-02-09 19:00:00,9695,"2018-02-09",12.73,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13046079129764
"19433",2018-02-09 20:00:00,9696,"2018-02-09",12.77,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29244101722484
"19437",2018-02-09 22:00:00,9698,"2018-02-09",13.09,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.28249123703799
"19439",2018-02-09 23:00:00,9699,"2018-02-09",13.24,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13961646742691
"19447",2018-02-10 03:00:00,9703,"2018-02-10",12.73,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00864772538589
"19449",2018-02-10 04:00:00,9704,"2018-02-10",12.72,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19650514308928
"19451",2018-02-10 05:00:00,9705,"2018-02-10",12.71,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42053223614034
"19453",2018-02-10 06:00:00,9706,"2018-02-10",12.71,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.62949470527712
"19455",2018-02-10 07:00:00,9707,"2018-02-10",12.67,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76565390757703
"19457",2018-02-10 08:00:00,9708,"2018-02-10",12.72,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.77401536873861
"19459",2018-02-10 09:00:00,9709,"2018-02-10",12.73,2,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.62271457972367
"19461",2018-02-10 10:00:00,9710,"2018-02-10",12.735,2,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32479767961549
"19481",2018-02-10 20:00:00,9720,"2018-02-10",12.76,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20367523906908
"19483",2018-02-10 21:00:00,9721,"2018-02-10",12.985,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37647896525449
"19485",2018-02-10 22:00:00,9722,"2018-02-10",13.04,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42029325107659
"19487",2018-02-10 23:00:00,9723,"2018-02-10",13.21,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33307853633837
"19489",2018-02-11 00:00:00,9724,"2018-02-11",13.295,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16487844227201
"19499",2018-02-11 05:00:00,9729,"2018-02-11",12.81,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.24091983147133
"19501",2018-02-11 06:00:00,9730,"2018-02-11",12.73,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.4754473101309
"19503",2018-02-11 07:00:00,9731,"2018-02-11",12.71,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.68505429890137
"19505",2018-02-11 08:00:00,9732,"2018-02-11",12.665,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.80562424274907
"19507",2018-02-11 09:00:00,9733,"2018-02-11",12.7,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.77926703853492
"19509",2018-02-11 10:00:00,9734,"2018-02-11",12.71,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.57936072637639
"19511",2018-02-11 11:00:00,9735,"2018-02-11",12.74,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.23254392134383
"19529",2018-02-11 20:00:00,9744,"2018-02-11",12.5,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.051013902943
"19531",2018-02-11 21:00:00,9745,"2018-02-11",12.54,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31180204854442
"19533",2018-02-11 22:00:00,9746,"2018-02-11",12.56,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46246676659809
"19537",2018-02-12 00:00:00,9748,"2018-02-12",12.93,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33123490189376
"19539",2018-02-12 01:00:00,9749,"2018-02-12",12.915,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13258312472821
"19547",2018-02-12 05:00:00,9753,"2018-02-12",12.69,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07098778109233
"19549",2018-02-12 06:00:00,9754,"2018-02-12",12.65,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29909475455264
"19551",2018-02-12 07:00:00,9755,"2018-02-12",12.55,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54894148843222
"19553",2018-02-12 08:00:00,9756,"2018-02-12",12.49,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.75559116965302
"19555",2018-02-12 09:00:00,9757,"2018-02-12",12.475,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.84797391007227
"19557",2018-02-12 10:00:00,9758,"2018-02-12",12.48,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76889465962585
"19559",2018-02-12 11:00:00,9759,"2018-02-12",12.475,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50446625094186
"19561",2018-02-12 12:00:00,9760,"2018-02-12",12.45,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10256101709546
"19583",2018-02-12 23:00:00,9771,"2018-02-12",13.01,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52277073613134
"19585",2018-02-13 00:00:00,9772,"2018-02-13",12.94,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.45810067662222
"19587",2018-02-13 01:00:00,9773,"2018-02-13",12.86,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27305501419171
"19589",2018-02-13 02:00:00,9774,"2018-02-13",12.79,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05323713595672
"19597",2018-02-13 06:00:00,9778,"2018-02-13",12.58,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12086519054785
"19599",2018-02-13 07:00:00,9779,"2018-02-13",12.52,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37735022738291
"19601",2018-02-13 08:00:00,9780,"2018-02-13",12.38,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.6374285602215
"19603",2018-02-13 09:00:00,9781,"2018-02-13",12.285,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.8277027973003
"19605",2018-02-13 10:00:00,9782,"2018-02-13",12.25,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.87280262991269
"19607",2018-02-13 11:00:00,9783,"2018-02-13",12.335,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.72305799241577
"19609",2018-02-13 12:00:00,9784,"2018-02-13",12.315,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.38562598317947
"19627",2018-02-13 21:00:00,9793,"2018-02-13",12.3,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.04730012450334
"19629",2018-02-13 22:00:00,9794,"2018-02-13",12.33,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34257426401995
"19631",2018-02-13 23:00:00,9795,"2018-02-13",12.61,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52224139288065
"19633",2018-02-14 00:00:00,9796,"2018-02-14",12.84,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.53813791298917
"19635",2018-02-14 01:00:00,9797,"2018-02-14",12.78,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39768506340263
"19637",2018-02-14 02:00:00,9798,"2018-02-14",12.7,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16807272427407
"19647",2018-02-14 07:00:00,9803,"2018-02-14",12.425,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19171763968269
"19649",2018-02-14 08:00:00,9804,"2018-02-14",12.325,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46968591801128
"19651",2018-02-14 09:00:00,9805,"2018-02-14",12.31,2,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.72581347000291
"19653",2018-02-14 10:00:00,9806,"2018-02-14",12.31,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.88017046682844
"19655",2018-02-14 11:00:00,9807,"2018-02-14",12.31,3,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.85876548347673
"19677",2018-02-14 22:00:00,9818,"2018-02-14",12.16,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.23299343096302
"19679",2018-02-14 23:00:00,9819,"2018-02-14",12.225,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48059252904911
"19681",2018-02-15 00:00:00,9820,"2018-02-15",12.36,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.577684760258
"19683",2018-02-15 01:00:00,9821,"2018-02-15",12.43,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50075249003553
"19685",2018-02-15 02:00:00,9822,"2018-02-15",12.485,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2896280768636
"19687",2018-02-15 03:00:00,9823,"2018-02-15",12.475,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03461696117116
"19695",2018-02-15 07:00:00,9827,"2018-02-15",12.305,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01132853519749
"19697",2018-02-15 08:00:00,9828,"2018-02-15",12.245,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27508635329823
"19699",2018-02-15 09:00:00,9829,"2018-02-15",12.14,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55964868222606
"19701",2018-02-15 10:00:00,9830,"2018-02-15",12.125,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.79251747779902
"19703",2018-02-15 11:00:00,9831,"2018-02-15",12.085,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.89156772461182
"19705",2018-02-15 12:00:00,9832,"2018-02-15",12.06,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.79158109546985
"19707",2018-02-15 13:00:00,9833,"2018-02-15",11.98,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48165070887653
"19709",2018-02-15 14:00:00,9834,"2018-02-15",12.07,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.02575591209406
"19725",2018-02-15 22:00:00,9842,"2018-02-15",12.05,1,"2018-02","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.11061730712259
