"","X","site.old","site.code","site","quad","month","day","year","date","survey.season","survey.month","tran.loc.m","cover","no.fuc.q","no.large.fuc.q","no.small.fuc.q","fuc.ht","covcl.repro","ww.veg","ww.repro","ww.recp","dw.veg","dw.repro","dw.recp","apices.repro","apices.veg","no.concept.recp","oog.conc.1","oog.conc.2","oog.conc.3","groove","notes","perc.ra","avg.oog","perc.rdw"
"224",224,"ND","PTC","Point Chauncey",1,2,20,2019,"2/20/2019","Winter 2019","19-Feb",1,66,50,4,46,22.3,2,16.481,4.067,0.377,3.36,0.43,0.046,13,83,126,1,3,1,"N","",13.5416666666667,1.66666666666667,11.3456464379947
"225",225,"ND","PTC","Point Chauncey",2,2,20,2019,"2/20/2019","Winter 2019","19-Feb",2,18,11,0,11,14.4,2,5.798,0,NA,1.527,0,NA,0,35,NA,NA,NA,NA,NA,"",0,NA,0
"226",226,"ND","PTC","Point Chauncey",3,2,20,2019,"2/20/2019","Winter 2019","19-Feb",3,36,15,3,12,15.3,2,8.038,0.793,NA,1.92,0.14,NA,7,39,NA,NA,NA,NA,NA,"",15.2173913043478,NA,6.79611650485437
"227",227,"ND","PTC","Point Chauncey",4,2,20,2019,"2/20/2019","Winter 2019","19-Feb",5,17,13,0,13,10.3,2,2.268,0,NA,0.495,0,NA,0,20,NA,NA,NA,NA,NA,"",0,NA,0
"228",228,"ND","PTC","Point Chauncey",5,2,20,2019,"2/20/2019","Winter 2019","19-Feb",7,10,19,5,14,14,2,5.643,0,NA,1.386,0,NA,0,44,NA,NA,NA,NA,NA,"",0,NA,0
"229",229,"ND","PTC","Point Chauncey",7,2,20,2019,"2/20/2019","Winter 2019","19-Feb",10,52,15,3,12,18,2,9.179,1.491,NA,2.026,0.161,NA,3,43,NA,NA,NA,NA,NA,"",6.52173913043478,NA,7.36168267032465
"230",230,"ND","PTC","Point Chauncey",8,2,20,2019,"2/20/2019","Winter 2019","19-Feb",11,13,11,2,9,16,2,7.949,0.384,NA,1.89,0.055,NA,2,28,NA,NA,NA,NA,NA,"",6.66666666666667,NA,2.82776349614396
"231",231,"PC","PCY","Paradise Cay",4,2,20,2019,"2/20/2019","Winter 2019","19-Feb",7,28,22,11,11,24.2,2,11.906,0.507,NA,3.216,0.08,NA,7,64,NA,NA,NA,NA,NA,"",9.85915492957746,NA,2.42718446601942
"232",232,"PC","PCY","Paradise Cay",5,2,20,2019,"2/20/2019","Winter 2019","19-Feb",8,64,30,14,16,26.2,2,7.828,0.298,NA,1.913,0.044,NA,1,45,NA,NA,NA,NA,NA,"",2.17391304347826,NA,2.24833929483904
"233",233,"PC","PCY","Paradise Cay",6,2,20,2019,"2/20/2019","Winter 2019","19-Feb",9,45,38,18,20,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"234",234,"PC","PCY","Paradise Cay",8,2,20,2019,"2/20/2019","Winter 2019","19-Feb",12,31,21,8,13,18.8,2,12.51,0.539,0.539,2.437,0.058,0.058,2,69,426,19,36,40,"Y","",2.8169014084507,31.6666666666667,2.32464929859719
"235",235,"PC","PCY","Paradise Cay",9,2,20,2019,"2/20/2019","Winter 2019","19-Feb",13,65,33,20,13,22.1,2,11.901,1.954,NA,2.625,0.215,NA,9,54,NA,NA,NA,NA,NA,"",14.2857142857143,NA,7.57042253521127
"236",236,"BY","BYP","Brickyard Park",6,2,21,2019,"2/21/2019","Winter 2019","19-Feb",8,59,16,13,3,18.7,2,15.083,1.729,0.083,3.961,0.306,0.016,9,65,164,18,17,11,"Y","",12.1621621621622,15.3333333333333,7.17131474103586
"237",237,"BY","BYP","Brickyard Park",7,2,21,2019,"2/21/2019","Winter 2019","19-Feb",11,42,16,9,7,18.9,2,18.423,3.113,0.685,4.615,0.448,0.072,19,129,264,21,38,72,"Y","",12.8378378378378,43.6666666666667,8.84850878925538
"238",238,"BY","BYP","Brickyard Park",8,2,21,2019,"2/21/2019","Winter 2019","19-Feb",12,34,24,10,14,17,2,5.999,0,NA,1.526,0,NA,0,38,NA,NA,NA,NA,NA,"",0,NA,0
"239",239,"HS","HSB","Horseshoe Bay",2,2,21,2019,"2/21/2019","Winter 2019","19-Feb",3,21,11,7,4,18.4,2,12.665,0,NA,3.555,0,NA,0,30,NA,NA,NA,NA,NA,"",0,NA,0
"240",240,"HS","HSB","Horseshoe Bay",3,2,21,2019,"2/21/2019","Winter 2019","19-Feb",4,43,40,23,17,25.9,2,19.088,3.582,0.301,5.019,0.521,0.046,11,16,294,36,74,38,"Y","",40.7407407407407,49.3333333333333,9.4043321299639
"241",241,"HS","HSB","Horseshoe Bay",4,2,21,2019,"2/21/2019","Winter 2019","19-Feb",6,50,67,4,63,16.2,2,6.362,0,NA,1.64,0,NA,0,20,NA,NA,NA,NA,NA,"",0,NA,0
"242",242,"HS","HSB","Horseshoe Bay",5,2,21,2019,"2/21/2019","Winter 2019","19-Feb",8,26,15,1,14,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"243",243,"HS","HSB","Horseshoe Bay",6,2,21,2019,"2/21/2019","Winter 2019","19-Feb",9,39,20,3,17,22.4,2,15.552,1.073,NA,4.37,0.195,NA,7,55,NA,NA,NA,NA,NA,"",11.2903225806452,NA,4.27163198247536
"244",244,"HS","HSB","Horseshoe Bay",8,2,21,2019,"2/21/2019","Winter 2019","19-Feb",11,7,6,1,5,13,2,3.035,0,NA,1.221,0,NA,0,8,NA,NA,NA,NA,NA,"",0,NA,0
"245",245,"BY","BYP","Brickyard Park",1,3,14,2019,"3/14/2019","Winter 2019","19-Mar",2,49,17,3,14,14.2,2,6.223,0,NA,1.672,0,NA,0,36,NA,NA,NA,NA,NA,"fucus between 0-5 m on the transect look smaller and less reproductive. Perhaps they're light limited? They are consistently shaded by the cliff",0,NA,0
"246",246,"BY","BYP","Brickyard Park",4,3,14,2019,"3/14/2019","Winter 2019","19-Mar",7,51,22,7,15,10.6,2,7.632,0,NA,1.518,0,NA,0,33,NA,NA,NA,NA,NA,"",0,NA,0
"247",247,"BY","BYP","Brickyard Park",5,3,14,2019,"3/14/2019","Winter 2019","19-Mar",8,43,14,10,4,19,2,47.082,1.535,NA,10.202,0.216,NA,6,160,NA,NA,NA,NA,NA,"",3.6144578313253,NA,2.07333461316951
"248",248,"BY","BYP","Brickyard Park",6,3,14,2019,"3/14/2019","Winter 2019","19-Mar",9,39,30,16,14,16.6,2,8.028,0.154,NA,2.077,0.028,NA,2,40,NA,NA,NA,NA,NA,"",4.76190476190476,NA,1.33016627078385
"249",249,"BY","BYP","Brickyard Park",7,3,14,2019,"3/14/2019","Winter 2019","19-Mar",11,54,4,3,1,24.3,2,20.578,8.923,0.36,4.469,1.071,0.054,40,55,310,9,9,7,"N","",42.1052631578947,8.33333333333333,19.3321299638989
"250",250,"BY","BYP","Brickyard Park",8,3,14,2019,"3/14/2019","Winter 2019","19-Mar",12,33,12,7,5,21,2,24.141,4.698,0.398,5.872,0.623,0.069,21,93,276,31,22,16,"Y","",18.4210526315789,23,9.59199384141647
"251",251,"BY","BYP","Brickyard Park",9,3,14,2019,"3/14/2019","Winter 2019","19-Mar",13,60,12,10,2,24,2,15.832,1.892,NA,3.633,0.29,NA,9,49,NA,NA,NA,NA,NA,"",15.5172413793103,NA,7.39230180983941
"252",252,"BY","BYP","Brickyard Park",10,3,14,2019,"3/14/2019","Winter 2019","19-Mar",15,34,12,9,3,19,2,13.408,0,NA,3.135,0,NA,0,69,NA,NA,NA,NA,NA,"",0,NA,0
"253",253,"HS","HSB","Horseshoe Bay",2,3,14,2019,"3/14/2019","Winter 2019","19-Mar",3,49,18,11,7,25.5,2,12.409,4.068,NA,4.273,0.768,NA,22,58,NA,NA,NA,NA,NA,"",27.5,NA,15.2350724062686
"254",254,"HS","HSB","Horseshoe Bay",3,3,14,2019,"3/14/2019","Winter 2019","19-Mar",4,31,28,13,15,24.4,2,8.189,2.397,0.33,1.982,0.362,0.042,13,36,320,62,15,75,"N","",26.530612244898,50.6666666666667,15.4436860068259
"255",255,"HS","HSB","Horseshoe Bay",4,3,14,2019,"3/14/2019","Winter 2019","19-Mar",5,13,13,1,12,19.2,2,11.398,0.846,NA,3.496,0.169,NA,6,35,NA,NA,NA,NA,NA,"",14.6341463414634,NA,4.61118690313779
"256",256,"HS","HSB","Horseshoe Bay",5,3,14,2019,"3/14/2019","Winter 2019","19-Mar",7,23,13,4,9,20.5,2,12.798,5.606,1.187,3.885,1.069,0.182,19,33,640,70,62,34,"N","",36.5384615384615,55.3333333333333,21.5785224061365
"257",257,"HS","HSB","Horseshoe Bay",7,3,14,2019,"3/14/2019","Winter 2019","19-Mar",10,70,47,11,36,9.8,2,2.548,0,NA,0.53,0,NA,0,22,NA,NA,NA,NA,NA,"",0,NA,0
"258",258,"HS","HSB","Horseshoe Bay",8,3,14,2019,"3/14/2019","Winter 2019","19-Mar",11,68,15,3,12,18.3,2,19.745,0.05,NA,9.329,0.033,NA,1,34,NA,NA,NA,NA,NA,"",2.85714285714286,NA,0.352488784447768
"259",259,"ND","PTC","Point Chauncey",4,3,15,2019,"3/15/2019","Winter 2019","19-Mar",6,12,15,2,13,17.5,2,4.123,0.298,NA,0.986,0.043,NA,4,20,NA,NA,NA,NA,NA,"",16.6666666666667,NA,4.17881438289602
"260",260,"ND","PTC","Point Chauncey",6,3,15,2019,"3/15/2019","Winter 2019","19-Mar",8,21,12,5,7,15.6,2,6.26,1.544,NA,1.57,0.357,NA,12,37,NA,NA,NA,NA,NA,"",24.4897959183673,NA,18.5262065386611
"261",261,"ND","PTC","Point Chauncey",8,3,15,2019,"3/15/2019","Winter 2019","19-Mar",12,66,65,25,40,23,2,13.35,3.489,0.467,3.491,0.569,0.082,20,87,322,21,9,20,"N","",18.6915887850467,16.6666666666667,14.0147783251232
"262",262,"PC","PCY","Paradise Cay",1,3,15,2019,"3/15/2019","Winter 2019","19-Mar",1,31,18,8,10,20.9,2,26.924,2.876,0.343,6.675,0.636,0.063,32,180,344,8,23,16,"N","",15.0943396226415,15.6666666666667,8.6992203528929
"263",263,"PC","PCY","Paradise Cay",3,3,15,2019,"3/15/2019","Winter 2019","19-Mar",4,30,17,11,6,16.6,2,5.613,0,NA,2.223,0,NA,0,48,NA,NA,NA,NA,NA,"",0,NA,0
"264",264,"PC","PCY","Paradise Cay",4,3,15,2019,"3/15/2019","Winter 2019","19-Mar",5,61,25,20,5,22.6,2,7.981,0,NA,2.107,0,NA,0,56,NA,NA,NA,NA,NA,"",0,NA,0
"265",265,"PC","PCY","Paradise Cay",6,3,15,2019,"3/15/2019","Winter 2019","19-Mar",9,25,26,14,12,16,2,12.142,0,NA,2.903,0,NA,0,90,NA,NA,NA,NA,NA,"",0,NA,0
"266",266,"PC","PCY","Paradise Cay",7,3,15,2019,"3/15/2019","Winter 2019","19-Mar",10,34,17,14,3,14.7,2,7.061,0,NA,2.39,0,NA,0,68,NA,NA,NA,NA,NA,"",0,NA,0
"267",267,"PC","PCY","Paradise Cay",8,3,15,2019,"3/15/2019","Winter 2019","19-Mar",11,29,20,10,10,15.1,2,4.555,0.1,NA,1.734,0.026,NA,2,48,NA,NA,NA,NA,NA,"",4,NA,1.47727272727273
"268",268,"PC","PCY","Paradise Cay",9,3,15,2019,"3/15/2019","Winter 2019","19-Mar",13,39,31,16,15,20,2,14.807,0.171,0.112,4.669,0.061,0.043,2,70,94,50,27,39,"Y","",2.77777777777778,38.6666666666667,1.28964059196617
"269",269,"PC","PCY","Paradise Cay",10,3,15,2019,"3/15/2019","Winter 2019","19-Mar",15,49,31,17,14,13,2,4.361,0.199,0.055,1.826,0.082,0.025,4,47,122,0,0,0,"N","",7.84313725490196,0,4.29769392033543
"270",270,"BY","BYP","Brickyard Park",5,4,9,2019,"4/9/2019","Spring 2019","19-Apr",8,64,15,11,4,21.2,2,11.135,0,NA,2.613,0,NA,0,4,NA,NA,NA,NA,NA,"",0,NA,0
"271",271,"BY","BYP","Brickyard Park",6,4,9,2019,"4/9/2019","Spring 2019","19-Apr",9,33,22,3,19,19.8,2,26.456,3.367,NA,6.121,0.332,NA,11,123,NA,NA,NA,NA,NA,"",8.2089552238806,NA,5.14489384782272
"272",272,"BY","BYP","Brickyard Park",7,4,9,2019,"4/9/2019","Spring 2019","19-Apr",10,59,16,15,1,19.4,2,32.078,0.646,0.199,7.233,0.092,0.028,5,146,147,24,32,38,"N","",3.3112582781457,31.3333333333333,1.25597269624573
"273",273,"BY","BYP","Brickyard Park",9,4,9,2019,"4/9/2019","Spring 2019","19-Apr",14,70,14,8,6,24.9,2,17.216,4.274,NA,4.161,0.471,NA,12,72,NA,NA,NA,NA,NA,"",14.2857142857143,NA,10.1683937823834
"274",274,"HS","HSB","Horseshoe Bay",1,4,9,2019,"4/9/2019","Spring 2019","19-Apr",1,34,23,2,21,6,2,2.14,1.52,NA,0.521,0.229,NA,11,20,NA,NA,NA,NA,NA,"Appears to be larger and more adult fucus",35.4838709677419,NA,30.5333333333333
"275",275,"HS","HSB","Horseshoe Bay",2,4,9,2019,"4/9/2019","Spring 2019","19-Apr",3,11,14,11,3,13,2,20.3,9.732,NA,4.257,0.94,NA,24,86,NA,NA,NA,NA,NA,"",21.8181818181818,NA,18.0873580912065
"276",276,"HS","HSB","Horseshoe Bay",4,4,9,2019,"4/9/2019","Spring 2019","19-Apr",5,6,5,0,5,12.5,2,10.947,1.62,NA,2.545,0.245,NA,12,64,NA,NA,NA,NA,NA,"",15.7894736842105,NA,8.78136200716846
"277",277,"HS","HSB","Horseshoe Bay",6,4,9,2019,"4/9/2019","Spring 2019","19-Apr",8,21,12,3,9,9.6,2,3.575,0,NA,0.855,0,NA,0,18,NA,NA,NA,NA,NA,"",0,NA,0
"278",278,"ND","PTC","Point Chauncey",10,4,11,2019,"4/11/2019","Spring 2019","19-Apr",15,6,7,1,6,18.8,2,20.215,8.013,NA,4.246,0.815,NA,26,77,NA,NA,NA,NA,NA,"",25.2427184466019,NA,16.1035368504248
"279",279,"PC","PCY","Paradise Cay",1,4,11,2019,"4/11/2019","Spring 2019","19-Apr",1,29,23,10,13,18.2,2,10.752,0.477,0.318,2.252,0.061,0.039,4,73,152,26,20,17,"N","Dense juvenile mat/band formed ~3m above our transect",5.19480519480519,21,2.63726761781237
"280",280,"PC","PCY","Paradise Cay",4,4,11,2019,"4/11/2019","Spring 2019","19-Apr",6,40,22,15,7,19.5,2,12.194,0,NA,2.838,0,NA,0,73,NA,NA,NA,NA,NA,"",0,NA,0
"281",281,"PC","PCY","Paradise Cay",6,4,11,2019,"4/11/2019","Spring 2019","19-Apr",9,38,17,9,8,7.8,2,0.88,0,NA,0.293,0,NA,0,12,NA,NA,NA,NA,NA,"",0,NA,0
"282",282,"PC","PCY","Paradise Cay",8,4,11,2019,"4/11/2019","Spring 2019","19-Apr",11,36,26,10,16,19.9,2,23.292,1.819,0.65,4.76,0.212,0.069,11,158,336,10,11,10,"Y","",6.50887573964497,10.3333333333333,4.26387771520515
"283",283,"PC","PCY","Paradise Cay",9,4,11,2019,"4/11/2019","Spring 2019","19-Apr",12,38,13,10,3,22.6,2,4.695,0.97,NA,1.225,0.105,NA,5,28,NA,NA,NA,NA,NA,"",15.1515151515152,NA,7.89473684210526
"284",284,"PC","PCY","Paradise Cay",10,4,11,2019,"4/11/2019","Spring 2019","19-Apr",14,50,24,16,8,12.8,2,10.043,0,NA,2.607,0,NA,0,64,NA,NA,NA,NA,NA,"",0,NA,0
"285",285,"BY","BYP","Brickyard Park",2,5,8,2019,"5/8/2019","Spring 2019","19-May",3,55,32,8,24,12.1,2,2.031,0,NA,0.675,0,NA,0,10,NA,NA,NA,NA,NA,"",0,NA,0
"286",286,"BY","BYP","Brickyard Park",4,5,8,2019,"5/8/2019","Spring 2019","19-May",7,32,9,7,2,15.9,2,18.527,10.124,0.463,4.394,1.282,0.05,47,87,340,2,0,1,"Y","",35.0746268656716,1,22.5863284002819
"287",287,"BY","BYP","Brickyard Park",6,5,8,2019,"5/8/2019","Spring 2019","19-May",9,27,41,6,35,25.2,2,10.991,0.416,NA,3.193,0.101,NA,8,73,NA,NA,NA,NA,NA,"",9.87654320987654,NA,3.06618093503339
"288",288,"ND","PTC","Point Chauncey",1,5,9,2019,"5/9/2019","Spring 2019","19-May",1,25,16,4,12,13,2,4.24,13.643,NA,1.043,1.299,NA,39,7,NA,NA,NA,NA,NA,"Tons of ulva. Lots of shore crabs. New juvenile fucus band formed about 1m above our transect and it ~1m x 20m",84.7826086956522,NA,55.465414175918
"289",289,"ND","PTC","Point Chauncey",2,5,9,2019,"5/9/2019","Spring 2019","19-May",3,39,29,7,22,13,2,9.943,3.154,0.163,2.221,0.413,0.025,21,37,168,0,0,0,NA,"",36.2068965517241,0,15.6795747911921
"290",290,"ND","PTC","Point Chauncey",3,5,9,2019,"5/9/2019","Spring 2019","19-May",4,79,100,18,82,14.5,2,9.046,19.092,NA,2.268,2,NA,46,32,NA,NA,NA,NA,NA,"",58.974358974359,NA,46.8603561387067
"291",291,"ND","PTC","Point Chauncey",4,5,9,2019,"5/9/2019","Spring 2019","19-May",5,20,20,6,14,14.4,2,11.53,11.116,NA,3.001,1.498,NA,28,27,NA,NA,NA,NA,NA,"",50.9090909090909,NA,33.2962880640142
"292",292,"PC","PCY","Paradise Cay",1,5,9,2019,"5/9/2019","Spring 2019","19-May",1,32,15,7,8,9.1,2,1.782,0,NA,0.502,0,NA,0,22,NA,NA,NA,NA,NA,"Juvenile fucus band formed about 1-5m above transect and runs at least the length of our transect",0,NA,0
"293",293,"BY","BYP","Brickyard Park",9,6,8,2019,"6/8/2019","Spring 2019","19-Jun",12,13,4,3,1,13.5,2,36.311,7.144,0.278,8.397,0.976,0.043,43,120,227,6,2,4,"Y","",26.3803680981595,4,10.412888082791
"294",294,"BY","BYP","Brickyard Park",10,6,8,2019,"6/8/2019","Spring 2019","19-Jun",14,17,6,4,2,15.5,2,78.221,50.01,1.539,19.539,6.929,0.158,178,273,374,4,1,12,"Y","",39.4678492239468,5.66666666666667,26.1787819253438
"295",295,"PC","PCY","Paradise Cay",2,6,9,2019,"6/9/2019","Spring 2019","19-Jun",4,4,3,0,3,9.3,2,3.083,1.193,NA,1.069,0.286,NA,13,34,NA,NA,NA,NA,NA,"",27.6595744680851,NA,21.1070110701107
"296",296,"BY","BYP","Brickyard Park",4,7,20,2019,"7/20/2019","Summer 2019","19-Jul",6,7,11,1,10,20.5,2,23.088,1.963,NA,6.257,0.446,0.085,15,43,222,0,0,0,NA,"",25.8620689655172,0,6.65373713262718
"297",297,"BY","BYP","Brickyard Park",5,7,20,2019,"7/20/2019","Summer 2019","19-Jul",7,4,10,1,9,12.9,2,3.147,0,NA,0.784,0,NA,0,16,NA,NA,NA,NA,NA,"",0,NA,0
"298",298,"HS","HSB","Horseshoe Bay",5,7,20,2019,"7/20/2019","Summer 2019","19-Jul",7,42,24,13,11,27.6,2,51.083,45.227,0.423,9.878,4.758,0.056,112,117,364,25,20,16,"Y","",48.9082969432314,20.3333333333333,32.5088822082536
"299",299,"ND","PTC","Point Chauncey",2,7,21,2019,"7/21/2019","Summer 2019","19-Jul",2,5,3,1,2,14.5,2,2.34,1.975,NA,0.665,0.336,NA,5,6,NA,NA,NA,NA,NA,"",45.4545454545455,NA,33.5664335664336
"300",300,"PC","PCY","Paradise Cay",1,7,21,2019,"7/21/2019","Summer 2019","19-Jul",2,43,199,12,187,14.8,2,7.01,0,NA,1.688,0,NA,0,39,NA,NA,NA,NA,NA,"",0,NA,0
"301",301,"BY","BYP","Brickyard Park",2,8,4,2019,"8/4/2019","Summer 2019","19-Aug",3,24,112,3,109,21.2,2,15.326,5.002,0.329,3.74,0.681,0.056,29,86,192,20,33,20,"Y","",25.2173913043478,24.3333333333333,15.4037548066048
"302",302,"BY","BYP","Brickyard Park",9,8,4,2019,"8/4/2019","Summer 2019","19-Aug",10,8,3,2,1,35,2,21.03,14.445,0.505,5.426,2.126,0.075,63,79,122,1,1,2,NA,"",44.3661971830986,1.33333333333333,28.1514830508475
"303",303,"HS","HSB","Horseshoe Bay",1,8,4,2019,"8/4/2019","Summer 2019","19-Aug",1,19,30,6,24,24.1,2,12.655,11.84,NA,2.94,1.439,NA,44,39,NA,NA,NA,NA,NA,"",53.0120481927711,NA,32.8613838775976
"304",304,"HS","HSB","Horseshoe Bay",6,8,4,2019,"8/4/2019","Summer 2019","19-Aug",9,13,16,0,16,14.5,2,8.499,4.757,0.424,1.836,0.667,0.053,23,33,112,26,12,6,"N","",41.0714285714286,14.6666666666667,26.6480223731522
"305",305,"HS","HSB","Horseshoe Bay",7,8,4,2019,"8/4/2019","Summer 2019","19-Aug",10,6,5,1,4,18.5,2,28.666,8.741,NA,6.435,1.109,NA,34,32,NA,NA,NA,NA,NA,"",51.5151515151515,NA,14.7004241781548
"306",306,"ND","PTC","Point Chauncey",2,8,4,2019,"8/4/2019","Summer 2019","19-Aug",3,16,28,1,27,12.9,2,5.296,1.585,NA,1.163,0.221,NA,7,20,NA,NA,NA,NA,NA,"",25.9259259259259,NA,15.9682080924855
"307",307,"ND","PTC","Point Chauncey",3,8,4,2019,"8/4/2019","Summer 2019","19-Aug",4,49,5,1,4,17,2,5.393,10.126,NA,1.68,1.462,NA,30,5,NA,NA,NA,NA,NA,"",85.7142857142857,NA,46.5308720560153
"308",308,"ND","PTC","Point Chauncey",6,8,4,2019,"8/4/2019","Summer 2019","19-Aug",8,16,25,4,21,20.5,2,7.319,15.904,NA,1.732,2.261,NA,49,8,NA,NA,NA,NA,NA,"",85.9649122807018,NA,56.6240921612822
"309",309,"PC","PCY","Paradise Cay",9,8,4,2019,"8/4/2019","Summer 2019","19-Aug",14,41,78,42,36,19,2,24.906,6.788,0.346,5.487,0.876,0.046,23,94,102,0,0,0,NA,"",19.6581196581197,0,13.7670909948138
"310",310,"PC","PCY","Paradise Cay",4,9,12,2019,"9/12/2019","Summer 2019","19-Sep",6,12,16,0,16,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"311",311,"ND","PTC","Point Chauncey",1,6,14,2018,"6/14/2018","Spring 2018","18-Jun",1,19,28,NA,NA,NA,3,4.093,3.238,NA,0.934,0.311,NA,NA,NA,NA,NA,NA,NA,NA,"Oberved ulva, sargasum wrack, large rockweed isopod, limpet, turf algae, 2 seals in the water, 3 very small limpets, and mascro (?)",NA,NA,24.9799196787149
"312",312,"ND","PTC","Point Chauncey",2,6,14,2018,"6/14/2018","Spring 2018","18-Jun",2,61,60,NA,NA,NA,3,9.249,21.784,NA,2.218,2.604,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,54.0024885939444
"313",313,"ND","PTC","Point Chauncey",3,6,14,2018,"6/14/2018","Spring 2018","18-Jun",3,25,23,NA,NA,NA,3,7.486,29.186,NA,1.926,3.162,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,62.1462264150943
"314",314,"ND","PTC","Point Chauncey",4,6,14,2018,"6/14/2018","Spring 2018","18-Jun",4,81,88,NA,NA,NA,3,12.527,15.333,0.808,3.388,1.583,0.1,67,53,267,48,39,73,"N","",55.8333333333333,53.3333333333333,31.844699255683
"315",315,"ND","PTC","Point Chauncey",5,6,14,2018,"6/14/2018","Spring 2018","18-Jun",5,13,11,NA,NA,NA,3,25.525,40.507,NA,5.913,5.005,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,45.8417292544422
"316",316,"ND","PTC","Point Chauncey",6,6,14,2018,"6/14/2018","Spring 2018","18-Jun",9,96,84,NA,NA,NA,3,5.019,7.597,NA,1.571,0.852,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,35.1630210482872
"317",317,"ND","PTC","Point Chauncey",7,6,14,2018,"6/14/2018","Spring 2018","18-Jun",11,47,173,NA,NA,NA,3,17.099,30.955,NA,3.889,3.207,NA,NA,NA,NA,NA,NA,NA,NA,"Lots of sporling thalli dominating density count",NA,NA,45.1944757609921
"318",318,"ND","PTC","Point Chauncey",8,6,14,2018,"6/14/2018","Spring 2018","18-Jun",12,16,7,NA,NA,NA,3,18.437,0.735,1.567,1.608,0.128,0.037,7,59,213,25,11,20,"N","No sporlings",10.6060606060606,18.6666666666667,7.37327188940092
"319",319,"ND","PTC","Point Chauncey",9,6,14,2018,"6/14/2018","Spring 2018","18-Jun",13,17,14,NA,NA,NA,3,2.185,5.582,0.647,3.399,0.714,0.077,24,73,244,68,58,62,"N","",24.7422680412371,62.6666666666667,17.3595915390226
"320",320,"PC","PCY","Paradise Cay",1,6,14,2018,"6/14/2018","Spring 2018","18-Jun",2,55,31,NA,NA,NA,3,45.743,48.342,1.692,10.84,6.227,0.195,128,118,224,88,50,68,"N","Didn't observe any rockweed isopods during this survey",52.0325203252033,68.6666666666667,36.485615515322
"321",321,"PC","PCY","Paradise Cay",2,6,14,2018,"6/14/2018","Spring 2018","18-Jun",3,79,43,NA,NA,NA,3,12.615,0,NA,2.653,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0
"322",322,"PC","PCY","Paradise Cay",3,6,14,2018,"6/14/2018","Spring 2018","18-Jun",4,70,31,NA,NA,NA,3,0.749,0,NA,0.144,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0
"323",323,"PC","PCY","Paradise Cay",4,6,14,2018,"6/14/2018","Spring 2018","18-Jun",5,11,7,NA,NA,NA,3,2.931,0,NA,0.579,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0
"324",324,"PC","PCY","Paradise Cay",5,6,14,2018,"6/14/2018","Spring 2018","18-Jun",8,48,26,NA,NA,NA,3,12.007,5.58,0.549,2.79,0.715,0.07,29,70,168,21,45,67,"N","",29.2929292929293,44.3333333333333,20.3994293865906
"325",325,"PC","PCY","Paradise Cay",7,6,14,2018,"6/14/2018","Spring 2018","18-Jun",12,10,5,NA,NA,NA,3,17.345,20.764,0.795,3.697,2.801,0.115,89,45,358,24,55,30,"N","",66.4179104477612,36.3333333333333,43.1055709449061
"326",326,"PC","PCY","Paradise Cay",10,6,14,2018,"6/14/2018","Spring 2018","18-Jun",15,32,18,NA,NA,NA,3,58.586,48.387,NA,12.938,5.87,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,31.2101233517652
"327",327,"HS","HSB","Horseshoe Bay",1,6,15,2018,"6/15/2018","Spring 2018","18-Jun",2,22,25,NA,NA,NA,3,10.33,9.629,NA,2.018,1.386,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,40.716803760282
"328",328,"HS","HSB","Horseshoe Bay",4,6,15,2018,"6/15/2018","Spring 2018","18-Jun",7,75,75,NA,NA,NA,3,1.875,0,NA,0.354,0,NA,0,9,NA,NA,NA,NA,NA,"",0,NA,0
"329",329,"HS","HSB","Horseshoe Bay",5,6,15,2018,"6/15/2018","Spring 2018","18-Jun",8,64,78,NA,NA,NA,3,6.931,5.013,1.087,1.419,0.655,0.116,3,12,456,15,39,34,"N","Limpet attached to collected thalli",20,29.3333333333333,31.5814850530376
"330",330,"BY","BYP","Brickyard Park",2,7,16,2018,"7/16/2018","Summer 2018","18-Jul",2,82,98,13,85,NA,3,8.404,0.569,0.116,2.154,0.132,0.028,8,62,12,1,0,0,"N","",11.4285714285714,0.333333333333333,5.7742782152231
"331",331,"BY","BYP","Brickyard Park",4,7,16,2018,"7/16/2018","Summer 2018","18-Jul",4,81,288,28,260,NA,3,5.535,0,NA,1.532,0,NA,0,51,NA,NA,NA,NA,NA,"",0,NA,0
